INDEX	MACAQUE_COUNT_IN_TA	OTHER_SPIECIES_COUNT_IN_TA	TC_CT_COUNT_IN_TA	THALAM_COUNT_IN_TA	CORTEX_COUNT_IN_TA	INJECT_COUNT_IN_TA	METHOD_COUNT_IN_TA	CONNECT_COUNT_IN_TA	NOT_TT	NOT_MACAQUE_BUT_OTHERS	RELEVANCE_INDEX
842	4.0	0.0	0.0	3.0	6.0	6.0	0.0	0.0			71.89320082599747
843	3.0	0.0	0.0	5.0	0.0	2.0	0.0	1.0			69.64305322858138
844	6.0	8.0	0.0	8.0	23.0	2.0	14.0	15.0			159.88319745603383
845	0.0	0.0	5.0	9.0	14.0	0.0	2.0	6.0			178.71354292005915
846	4.0	0.0	0.0	2.0	6.0	0.0	0.0	9.0			68.26789845409027
847	2.0	2.0	0.0	7.0	13.0	0.0	0.0	0.0			70.67438663341274
848	0.0	0.0	0.0	9.0	26.0	0.0	0.0	18.0			103.4882014465372
849	0.0	0.0	0.0	4.0	0.0	0.0	6.0	0.0			69.4246000466822
850	0.0	0.0	0.0	4.0	8.0	0.0	3.0	0.0	Y		7.201648611433197
851									Y		0.0
852	2.0	0.0	0.0	5.0	13.0	3.0	6.0	20.0			136.97915504638107
853	0.0	2.0	2.0	13.0	0.0	0.0	0.0	7.0	Y		13.07153402039042
854	0.0	10.0	0.0	40.0	0.0	0.0	30.0	20.0		Y	17.479433411211915
855											0.0
856	0.0	0.0	0.0	2.0	6.0	0.0	0.0	11.0			62.04392445985931
857	3.0	2.0	0.0	0.0	41.0	0.0	0.0	24.0			57.808578145698306
858	0.0	0.0	0.0	23.0	10.0	0.0	0.0	13.0	Y		11.78313954188431
859	0.0	7.0	0.0	8.0	8.0	0.0	0.0	0.0	Y	Y	6.591673732008658
860	0.0	10.0	0.0	26.0	8.0	0.0	0.0	8.0		Y	11.535429031015154
861	0.0	4.0	0.0	27.0	0.0	0.0	0.0	0.0	Y	Y	8.33051127543801
862	6.0	0.0	0.0	0.0	18.0	0.0	0.0	24.0			56.64050388979077
863	0.0	4.0	0.0	39.0	16.0	0.0	0.0	38.0		Y	14.302366953442595
864	0.0	10.0	0.0	15.0	0.0	5.0	25.0	0.0		Y	13.610376081859734
865	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			14.16606672028108
866	0.0	6.0	0.0	18.0	0.0	0.0	0.0	0.0	Y	Y	7.361097447916101
867	0.0	0.0	18.0	39.0	13.0	0.0	0.0	8.0			245.1670779409445
868	0.0	6.0	5.0	21.0	11.0	0.0	6.0	20.0			221.00484996508402
869	10.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0			56.78346309469323
870	0.0	5.0	5.0	34.0	8.0	0.0	0.0	26.0	Y		20.449857185308197
871	0.0	23.0	0.0	35.0	0.0	0.0	3.0	25.0		Y	14.296335425841594
872	9.0	4.0	0.0	6.0	4.0	0.0	3.0	4.0			105.09666329466293
873	0.0	8.0	0.0	18.0	0.0	0.0	0.0	18.0	Y		10.305536427082542
875									Y		0.0
876											0.0
877	0.0	0.0	0.0	4.0	6.0	8.0	24.0	6.0			139.67998319306741
878	0.0	8.0	8.0	35.0	6.0	2.0	0.0	16.0			226.52476362737136
879	5.0	2.0	0.0	6.0	6.0	0.0	3.0	10.0			112.10946996258174
880	0.0	0.0	0.0	16.0	31.0	3.0	5.0	17.0			157.80206634398542
881											0.0
882											0.0
883	2.0	0.0	2.0	8.0	0.0	1.0	0.0	3.0			125.16258284026878
884	4.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	Y		6.00332281041664
885											0.0
886	12.0	0.0	0.0	0.0	19.0	3.0	6.0	33.0			106.11860924826786
887	2.0	4.0	1.0	1.0	9.0	0.0	0.0	11.0	Y		8.690962014258721
888	2.0	0.0	0.0	2.0	20.0	2.0	4.0	22.0			114.6636145811445
889	0.0	2.0	0.0	10.0	0.0	0.0	0.0	1.0	Y	Y	6.687885362555872
890	0.0	0.0	1.0	25.0	16.0	0.0	1.0	18.0			163.18596489327953
891	4.0	0.0	0.0	0.0	16.0	7.0	7.0	4.0			90.29367394878848
892	0.0	5.0	0.0	11.0	0.0	0.0	0.0	19.0	Y	Y	9.207998898023993
893	0.0	0.0	0.0	18.0	0.0	0.0	3.0	5.0	Y		11.23229845882399
894	2.0	2.0	2.0	25.0	0.0	0.0	0.0	2.0			141.8760893272831
895	38.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0			110.53979458349664
897	4.0	1.0	0.0	33.0	0.0	0.0	0.0	0.0			96.20620267757454
898	2.0	0.0	0.0	2.0	18.0	1.0	1.0	18.0			94.45363286153852
899	4.0	0.0	4.0	32.0	16.0	0.0	0.0	16.0			202.33559525703978
900	0.0	13.0	26.0	46.0	8.0	8.0	28.0	17.0		Y	34.04586883717267
901	4.0	0.0	14.0	31.0	10.0	2.0	0.0	8.0			247.96044020028725
902	0.0	2.0	3.0	39.0	4.0	0.0	0.0	13.0	Y	Y	18.211152365596714
903	2.0	0.0	4.0	20.0	5.0	2.0	19.0	6.0			230.32364471047453
904	0.0	20.0	9.0	29.0	8.0	6.0	6.0	12.0			262.416708448995
905	4.0	2.0	10.0	38.0	10.0	0.0	0.0	4.0	Y		22.363589711567936
906	0.0	4.0	2.0	15.0	10.0	0.0	0.0	7.0		Y	14.604310138350915
907	0.0	2.0	4.0	18.0	2.0	0.0	0.0	14.0			170.56205443088766
908	7.0	0.0	0.0	6.0	3.0	0.0	6.0	3.0			109.02802908741008
909	0.0	12.0	15.0	27.0	9.0	6.0	15.0	6.0		Y	28.622862092364457
910	0.0	12.0	8.0	44.0	8.0	0.0	4.0	16.0		Y	24.651537035146156
911	4.0	0.0	0.0	10.0	11.0	16.0	26.0	13.0			184.57936435784947
912	0.0	0.0	7.0	19.0	15.0	0.0	0.0	10.0			195.9128648452258
913	0.0	4.0	10.0	28.0	10.0	0.0	0.0	10.0	Y	Y	21.606663575357228
914	0.0	0.0	5.0	29.0	8.0	0.0	0.0	7.0			188.48085161415554
915	0.0	0.0	7.0	27.0	2.0	0.0	0.0	23.0	Y		20.375637416839353
916	3.0	0.0	9.0	18.0	12.0	0.0	0.0	3.0			199.33354040302888
917	0.0	12.0	4.0	38.0	0.0	6.0	8.0	14.0		Y	23.546452981222373
918	10.0	0.0	0.0	2.0	0.0	0.0	8.0	0.0			72.41315224073789
919	6.0	0.0	0.0	23.0	0.0	0.0	4.0	2.0			124.30858807716783
920	3.0	6.0	2.0	15.0	3.0	0.0	0.0	6.0			146.58125470447095
921	9.0	0.0	0.0	0.0	8.0	0.0	0.0	6.0			41.95814984220446
922	2.0	0.0	1.0	16.0	3.0	1.0	0.0	8.0			139.88447165170487
923	0.0	3.0	6.0	27.0	9.0	5.0	22.0	9.0			260.6303030427211
924	0.0	3.0	2.0	12.0	2.0	0.0	0.0	24.0	Y	Y	14.575004517528539
925	0.0	13.0	0.0	20.0	0.0	0.0	3.0	9.0	Y		11.99333272898244
926	0.0	5.0	8.0	28.0	18.0	6.0	14.0	15.0		Y	27.459931546842697
927	2.0	0.0	8.0	32.0	2.0	0.0	0.0	28.0			219.96075331665662
928	2.0	0.0	4.0	8.0	20.0	0.0	0.0	14.0			167.10430657374928
929	0.0	0.0	15.0	31.0	2.0	0.0	0.0	23.0	Y		23.482054620640444
930	10.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0			63.97551490598775
931	0.0	0.0	4.0	26.0	2.0	0.0	2.0	19.0			198.70300665637433
932	2.0	20.0	0.0	27.0	0.0	0.0	0.0	0.0	Y		8.879817419772065
933	8.0	0.0	0.0	6.0	2.0	0.0	0.0	11.0	Y		8.997600455428449
934	9.0	3.0	0.0	4.0	4.0	0.0	0.0	0.0	Y		5.979606283799324
935	5.0	2.0	2.0	20.0	2.0	0.0	6.0	8.0			185.67030928848266
936	0.0	22.0	2.0	24.0	0.0	0.0	0.0	0.0	Y	Y	12.441638716842942
937	10.0	2.0	0.0	2.0	2.0	0.0	18.0	0.0			89.11442971153176
938	2.0	0.0	2.0	13.0	7.0	0.0	0.0	8.0	Y		14.778343971220778
939	15.0	0.0	0.0	3.0	7.0	0.0	8.0	0.0	Y		9.187587900763864
940	0.0	0.0	2.0	24.0	11.0	0.0	0.0	19.0			166.79824315290932
941	4.0	0.0	0.0	4.0	10.0	6.0	4.0	6.0			123.33238540463265
942	0.0	0.0	12.0	24.0	6.0	0.0	2.0	6.0	Y		22.87377064860178
943	4.0	6.0	0.0	31.0	2.0	0.0	0.0	9.0			123.20949950544468
944	0.0	0.0	0.0	23.0	0.0	0.0	0.0	4.0			95.54572488303965
945	0.0	12.0	5.0	24.0	15.0	4.0	4.0	16.0			234.57329925344078
946	5.0	0.0	5.0	11.0	14.0	0.0	0.0	13.0			182.6826666616261
947	0.0	6.0	0.0	26.0	0.0	0.0	0.0	2.0	Y	Y	9.338204453678932
948	0.0	0.0	0.0	23.0	16.0	0.0	0.0	10.0			117.59636520696344
949	0.0	8.0	7.0	16.0	8.0	3.0	3.0	12.0		Y	22.53009707578926
950	8.0	5.0	0.0	16.0	2.0	5.0	10.0	13.0			167.58611501183574
951	18.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0			70.17396934062782
952	0.0	0.0	8.0	34.0	8.0	0.0	0.0	26.0			220.71717617740853
953	0.0	6.0	4.0	7.0	10.0	3.0	5.0	7.0		Y	18.988678246976985
954	0.0	2.0	2.0	12.0	13.0	0.0	2.0	21.0		Y	16.86531209949439
955	5.0	0.0	0.0	4.0	0.0	0.0	9.0	2.0			94.71964443858457
956	7.0	0.0	0.0	6.0	6.0	0.0	6.0	9.0			120.98901534582875
957	2.0	0.0	1.0	29.0	17.0	4.0	4.0	17.0			201.8404073865872
958	4.0	0.0	0.0	28.0	0.0	0.0	0.0	8.0	Y		11.420183108519456
959	0.0	0.0	2.0	15.0	2.0	0.0	0.0	2.0	Y		12.973839393274057
960	0.0	0.0	4.0	22.0	10.0	0.0	2.0	3.0			185.09647620080517
961	0.0	16.0	2.0	22.0	2.0	2.0	0.0	0.0		Y	13.88110312749748
962	19.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0			45.90970448727243
963	0.0	0.0	4.0	26.0	0.0	0.0	0.0	22.0			178.12838030676375
964	0.0	2.0	2.0	22.0	6.0	0.0	0.0	27.0	Y	Y	16.538344279198174
965	0.0	6.0	4.0	15.0	5.0	3.0	20.0	15.0		Y	22.99076992989469
966	6.0	5.0	0.0	4.0	10.0	0.0	0.0	1.0	Y		6.888644672572039
967	7.0	0.0	7.0	18.0	15.0	0.0	3.0	0.0	Y		20.18432028827509
968	0.0	18.0	0.0	18.0	5.0	0.0	0.0	3.0	Y		9.643271543650018
969											0.0
970	0.0	3.0	0.0	33.0	0.0	5.0	6.0	21.0		Y	16.617568457709744
971	0.0	10.0	2.0	40.0	4.0	0.0	0.0	6.0		Y	16.429008426705575
972	0.0	0.0	3.0	17.0	10.0	0.0	0.0	11.0	Y		16.45496112540716
973	7.0	0.0	0.0	5.0	0.0	0.0	0.0	7.0			75.98560985589891
974	2.0	0.0	0.0	6.0	5.0	0.0	6.0	8.0			114.26051052505557
975	0.0	11.0	14.0	22.0	21.0	0.0	6.0	2.0		Y	24.233935083161956
976	2.0	0.0	0.0	15.0	0.0	4.0	10.0	13.0			153.26116101180423
977	6.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	Y		8.811690614350532
978	0.0	7.0	2.0	23.0	6.0	2.0	12.0	16.0		Y	21.091788473986593
979	2.0	0.0	8.0	23.0	2.0	0.0	2.0	0.0	Y		19.480563606885017
980	0.0	0.0	4.0	11.0	6.0	0.0	0.0	4.0	Y		15.23241126116816
981	0.0	9.0	0.0	31.0	3.0	2.0	0.0	15.0			132.28687948467154
983	0.0	0.0	4.0	27.0	13.0	0.0	0.0	0.0			160.8779158998204
984	0.0	6.0	0.0	14.0	0.0	0.0	2.0	0.0	Y	Y	8.418043935757689
985	0.0	7.0	0.0	26.0	0.0	0.0	4.0	19.0	Y		13.649481307215964
986	12.0	12.0	0.0	10.0	2.0	0.0	6.0	4.0			123.54822141077821
987	2.0	0.0	2.0	15.0	10.0	0.0	0.0	4.0			146.83612653439232
989	4.0	0.0	0.0	11.0	0.0	2.0	4.0	3.0			119.16049099126202
990	7.0	0.0	2.0	9.0	0.0	0.0	0.0	6.0			131.36542807052786
991	0.0	0.0	0.0	25.0	8.0	0.0	3.0	22.0			144.587893913308
992	3.0	0.0	0.0	24.0	0.0	5.0	2.0	8.0			143.77239222296888
993	0.0	20.0	0.0	17.0	19.0	0.0	0.0	0.0	Y	Y	8.723795531517409
994	0.0	0.0	0.0	27.0	4.0	0.0	0.0	0.0	Y		9.13523023165506
995	7.0	4.0	0.0	4.0	4.0	0.0	2.0	0.0			75.15952941144383
996	6.0	0.0	0.0	13.0	22.0	0.0	0.0	0.0	Y		9.138345506530376
997	12.0	4.0	0.0	4.0	4.0	0.0	4.0	20.0			115.69467722407641
998	10.0	0.0	0.0	2.0	8.0	0.0	0.0	8.0			72.4131522407379
999	5.0	5.0	0.0	4.0	6.0	0.0	0.0	0.0			58.92429590226935
1000	0.0	4.0	6.0	13.0	10.0	0.0	0.0	9.0	Y	Y	17.882816649652632
1001	0.0	0.0	10.0	42.0	16.0	14.0	4.0	4.0			271.42833034642956
1002	7.0	2.0	7.0	11.0	4.0	0.0	0.0	20.0			194.18994955969737
1003	0.0	0.0	0.0	22.0	3.0	0.0	0.0	0.0	Y		8.531882720382821
1004	8.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0			84.5970973658421
1005	0.0	0.0	0.0	15.0	0.0	0.0	0.0	5.0	Y		8.723231274827508
1006	0.0	5.0	2.0	19.0	0.0	0.0	0.0	0.0	Y	Y	11.883779838557416
1007	0.0	22.0	0.0	22.0	0.0	0.0	0.0	4.0		Y	9.448173452256976
1008	0.0	6.0	2.0	24.0	0.0	0.0	3.0	6.0	Y	Y	16.46699040757809
1009	10.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0			89.26553769794975
1011	0.0	2.0	2.0	21.0	21.0	2.0	6.0	26.0		Y	20.980890893002794
1012	4.0	0.0	1.0	6.0	5.0	0.0	0.0	0.0	Y		9.337962785709143
1013	0.0	6.0	0.0	28.0	7.0	0.0	0.0	3.0		Y	10.844254706925994
1014	0.0	0.0	4.0	10.0	0.0	0.0	0.0	7.0	Y		14.511931373412166
1015	0.0	3.0	0.0	15.0	0.0	0.0	0.0	15.0	Y	Y	9.704060527839236
1016	0.0	4.0	0.0	19.0	2.0	0.0	8.0	11.0		Y	13.819380344011362
1017	0.0	10.0	0.0	20.0	0.0	0.0	0.0	0.0		Y	7.611306094308557
1018	3.0	0.0	2.0	13.0	17.0	0.0	0.0	0.0	Y		13.130425538218612
1019	0.0	10.0	3.0	8.0	8.0	3.0	6.0	3.0		Y	17.828305122310976
1020	4.0	0.0	2.0	8.0	0.0	0.0	4.0	8.0			153.0361100021741
1021									Y		0.0
1022	20.0	8.0	0.0	6.0	3.0	0.0	0.0	0.0			70.8018377205994
1023	14.0	14.0	0.0	12.0	10.0	0.0	2.0	8.0			128.10489140942516
1024	0.0	8.0	0.0	26.0	0.0	0.0	0.0	0.0		Y	8.239592165010823
1025	0.0	5.0	0.0	30.0	5.0	0.0	0.0	5.0	Y	Y	11.272607215054947
1026	6.0	3.0	0.0	2.0	10.0	0.0	0.0	11.0			74.03340082385117
1027	0.0	0.0	3.0	38.0	3.0	0.0	0.0	10.0	Y		17.795124013161992
1028	0.0	2.0	4.0	18.0	16.0	0.0	0.0	9.0	Y	Y	17.518040862674656
1029	2.0	2.0	0.0	14.0	0.0	0.0	0.0	0.0			73.1943164708958
1030	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0			13.54025100551105
1031	0.0	10.0	6.0	33.0	10.0	6.0	10.0	25.0		Y	26.599339140435195
1032	4.0	10.0	0.0	4.0	4.0	0.0	0.0	2.0	Y		6.731644982187461
1033	0.0	0.0	12.0	23.0	18.0	0.0	0.0	11.0			221.6205814508723
1034	0.0	2.0	0.0	14.0	0.0	0.0	0.0	12.0	Y	Y	9.33507486021706
1035											0.0
1036	6.0	0.0	0.0	28.0	2.0	0.0	0.0	6.0			118.86410942883211
1037	12.0	6.0	0.0	21.0	0.0	0.0	0.0	0.0			90.10080812126559
1038	0.0	0.0	0.0	15.0	6.0	0.0	0.0	25.0			111.62523418148592
1039	4.0	12.0	0.0	22.0	2.0	2.0	2.0	26.0			152.35128228048586
1040	3.0	0.0	0.0	12.0	0.0	0.0	0.0	4.0	Y		8.714958486647888
1041	0.0	0.0	4.0	22.0	17.0	1.0	0.0	8.0			186.12044826403522
1042	2.0	0.0	4.0	25.0	1.0	0.0	4.0	29.0			212.9422697971744
1044	0.0	0.0	0.0	6.0	0.0	0.0	6.0	2.0			88.82252884889363
1045	16.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0			48.823425748278346
1046	0.0	0.0	0.0	11.0	11.0	0.0	0.0	0.0			74.54719949364001
1047	6.0	0.0	0.0	7.0	17.0	0.0	0.0	8.0			98.13969385011549
1048	0.0	5.0	3.0	24.0	8.0	0.0	4.0	16.0	Y	Y	19.938349508025542
1049	0.0	27.0	0.0	16.0	0.0	0.0	0.0	0.0		Y	7.08303336014054
1050	0.0	6.0	0.0	24.0	3.0	2.0	0.0	0.0		Y	9.838949031398558
1051	0.0	8.0	2.0	24.0	0.0	0.0	6.0	2.0	Y	Y	16.459116229094022
1052	0.0	15.0	0.0	15.0	18.0	0.0	8.0	0.0		Y	11.699528161187004
1054	0.0	0.0	1.0	21.0	9.0	0.0	15.0	2.0			169.08982774160376
1055	0.0	8.0	2.0	25.0	0.0	0.0	0.0	0.0		Y	12.539690499726145
1056	0.0	13.0	0.0	15.0	2.0	0.0	0.0	8.0			96.78002527269729
1057	0.0	0.0	3.0	15.0	3.0	0.0	0.0	0.0	Y		13.16979643063896
1058	0.0	0.0	0.0	19.0	5.0	0.0	0.0	0.0	Y		8.385210418499005
1059	4.0	0.0	8.0	24.0	4.0	0.0	0.0	4.0			200.5496369638358
1060	0.0	8.0	0.0	21.0	0.0	0.0	0.0	0.0		Y	7.72760613339579
1061	6.0	0.0	6.0	20.0	9.0	0.0	0.0	3.0			189.05488672674383
1062	0.0	5.0	2.0	14.0	9.0	1.0	1.0	17.0		Y	16.939106913221014
1063	19.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	Y		8.723795531517409
1064	0.0	7.0	0.0	22.0	5.0	8.0	6.0	18.0			167.95144054522532
1065	0.0	8.0	2.0	16.0	0.0	0.0	0.0	2.0	Y	Y	12.57609480348109
1066	4.0	0.0	0.0	2.0	13.0	0.0	0.0	2.0			59.693906313630634
1067	0.0	8.0	0.0	30.0	0.0	0.0	6.0	0.0	Y	Y	11.503833234795835
1068	0.0	0.0	10.0	16.0	9.0	0.0	0.0	7.0	Y		19.905348539510882
1070	0.0	0.0	0.0	10.0	7.0	0.0	6.0	33.0			134.79684701034978
1071	3.0	16.0	0.0	19.0	3.0	3.0	5.0	20.0			159.94081047690264
1072	0.0	2.0	13.0	18.0	9.0	0.0	8.0	4.0		Y	23.973894091312587
1073	19.0	0.0	0.0	2.0	19.0	0.0	0.0	2.0			68.40875283892375
1074	0.0	8.0	0.0	11.0	18.0	0.0	0.0	3.0	Y	Y	9.07078047517311
1075	3.0	3.0	8.0	26.0	11.0	0.0	15.0	23.0			263.0102789351726
1076	2.0	0.0	0.0	16.0	0.0	2.0	0.0	0.0			87.30951793142705
1077	0.0	10.0	0.0	21.0	10.0	0.0	0.0	12.0	Y	Y	11.491503127256513
1078	0.0	4.0	8.0	12.0	36.0	0.0	0.0	0.0		Y	17.006730659320834
1079	0.0	0.0	0.0	34.0	11.0	0.0	0.0	28.0	Y		13.49811930860401
1080	0.0	0.0	0.0	32.0	12.0	0.0	0.0	7.0	Y		12.103185124076806
1081	0.0	0.0	0.0	27.0	6.0	0.0	0.0	6.0			112.4937649902098
1082	0.0	9.0	2.0	22.0	0.0	0.0	0.0	2.0			133.31796983163423
1083	9.0	3.0	0.0	2.0	19.0	2.0	4.0	10.0			113.06353835061924
1084	0.0	6.0	0.0	13.0	0.0	0.0	0.0	6.0		Y	8.543553473093459
1085	6.0	1.0	0.0	2.0	2.0	0.0	0.0	2.0			53.67404229200096
1086	4.0	4.0	3.0	3.0	1.0	0.0	0.0	3.0	Y		11.548500254896203
1087	6.0	0.0	2.0	2.0	3.0	0.0	0.0	7.0	Y		10.886523673110153
1088	0.0	6.0	8.0	14.0	2.0	2.0	8.0	4.0		Y	22.112217023540996
1089	18.0	0.0	0.0	6.0	5.0	0.0	6.0	0.0			101.51739820418501
1090	0.0	0.0	7.0	13.0	2.0	0.0	0.0	33.0			189.91076159707706
1091	10.0	0.0	0.0	19.0	0.0	0.0	0.0	6.0			106.34188469339475
1092	0.0	6.0	7.0	8.0	6.0	0.0	0.0	1.0	Y	Y	15.476929865147492
1093	16.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	Y		4.163137393698382
1094	4.0	0.0	0.0	6.0	6.0	0.0	0.0	0.0	Y		6.64244940338299
1095	0.0	6.0	2.0	10.0	4.0	0.0	0.0	4.0		Y	12.803344205319517
1096	0.0	4.0	0.0	30.0	0.0	0.0	2.0	2.0	Y	Y	11.33149873288314
1097	0.0	4.0	2.0	20.0	4.0	0.0	4.0	14.0		Y	17.932681274951406
1098	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			13.54025100551105
1099	0.0	12.0	0.0	20.0	0.0	0.0	0.0	0.0	Y	Y	7.611306094308557
1100	4.0	1.0	0.0	3.0	15.0	0.0	0.0	0.0			56.567492201366676
1101	7.0	0.0	0.0	3.0	3.0	1.0	0.0	0.0			58.917510347595346
1102	6.0	0.0	0.0	6.0	8.0	11.0	9.0	10.0			152.7302229791149
1103	0.0	6.0	2.0	14.0	24.0	0.0	0.0	0.0	Y	Y	12.774012569862066
1104	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0			48.28313737302301
1105	3.0	2.0	0.0	11.0	5.0	9.0	5.0	0.0			127.91517836480102
1106	0.0	2.0	13.0	19.0	15.0	2.0	6.0	6.0		Y	25.395242024772298
1107	0.0	0.0	2.0	10.0	7.0	0.0	4.0	18.0			167.87503955325874
1108	0.0	6.0	2.0	32.0	2.0	3.0	6.0	12.0			205.55133144837092
1109	0.0	9.0	7.0	13.0	9.0	0.0	2.0	11.0			201.99527120044678
1110	4.0	0.0	0.0	19.0	4.0	2.0	10.0	17.0			166.84595552080907
1111	3.0	0.0	0.0	6.0	6.0	3.0	3.0	6.0			119.42523679580924
1112	0.0	3.0	6.0	28.0	7.0	11.0	14.0	10.0		Y	26.18647816626704
1113	4.0	1.0	2.0	2.0	0.0	0.0	0.0	5.0			97.37458301787818
1114	0.0	0.0	2.0	11.0	2.0	0.0	2.0	14.0			155.1199055758087
1115	14.0	0.0	0.0	6.0	4.0	0.0	0.0	2.0			81.22131718074549
1116	0.0	0.0	4.0	10.0	6.0	0.0	0.0	2.0			145.04057194928095
1117	0.0	10.0	8.0	21.0	6.0	0.0	0.0	26.0		Y	20.78529638327265
1118	0.0	2.0	0.0	19.0	9.0	0.0	0.0	22.0		Y	11.776117446311149
1119	0.0	8.0	0.0	10.0	2.0	2.0	0.0	0.0		Y	7.642656614998092
1120	8.0	0.0	0.0	3.0	8.0	0.0	9.0	11.0			116.01744769415016
1121	10.0	13.0	0.0	6.0	1.0	3.0	1.0	0.0			88.36311731277249
1122	6.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0			42.68791940531986
1123	4.0	0.0	0.0	12.0	3.0	0.0	0.0	3.0	Y		9.296533891550729
1124	2.0	0.0	2.0	2.0	16.0	10.0	0.0	2.0			126.03400254171358
1125	0.0	6.0	3.0	21.0	0.0	6.0	14.0	19.0		Y	22.276501302137973
1126	0.0	8.0	6.0	12.0	10.0	3.0	6.0	11.0		Y	22.18502786076514
1128	7.0	0.0	0.0	9.0	11.0	0.0	0.0	6.0			99.84546977274346
1129	0.0	8.0	0.0	15.0	0.0	0.0	0.0	2.0		Y	8.030084094267563
1130	24.0	10.0	0.0	2.0	15.0	2.0	4.0	2.0			103.53644441211635
1131	0.0	5.0	2.0	10.0	15.0	6.0	8.0	16.0			198.50442056904112
1132											0.0
1133	0.0	0.0	0.0	9.0	10.0	0.0	0.0	23.0			101.33464199232246
1134	0.0	10.0	4.0	15.0	11.0	5.0	11.0	24.0			233.49672049008112
1135	0.0	2.0	3.0	31.0	20.0	1.0	4.0	27.0		Y	22.171286979726894
1136	4.0	2.0	0.0	7.0	4.0	0.0	0.0	0.0			68.0804176663369
1137	6.0	0.0	0.0	0.0	12.0	0.0	0.0	18.0			51.99868732424865
1138	5.0	2.0	0.0	4.0	0.0	2.0	2.0	0.0			76.66005237369552
1139	2.0	0.0	0.0	8.0	0.0	0.0	6.0	0.0			89.61232811257574
1140	4.0	0.0	0.0	4.0	2.0	0.0	4.0	0.0	Y		7.791776750287507
1141	6.0	0.0	0.0	3.0	3.0	0.0	6.0	0.0			80.50703381470298
1142	0.0	11.0	0.0	8.0	2.0	0.0	2.0	2.0	Y	Y	8.788898309344878
1143	2.0	0.0	0.0	18.0	4.0	0.0	0.0	0.0	Y		8.715122548467205
1144	0.0	13.0	0.0	11.0	0.0	0.0	0.0	10.0		Y	8.610161897268371
1145	5.0	0.0	0.0	6.0	2.0	2.0	4.0	21.0			129.13772862263943
1146	0.0	3.0	2.0	10.0	2.0	0.0	0.0	14.0	Y	Y	13.64654368210463
1147	8.0	0.0	0.0	15.0	11.0	11.0	19.0	6.0			181.96952628335865
1148	0.0	0.0	3.0	11.0	6.0	0.0	0.0	10.0	Y		15.128294416275592
1149	0.0	5.0	0.0	18.0	2.0	0.0	0.0	5.0		Y	9.70216306147821
1150	13.0	0.0	0.0	13.0	5.0	0.0	4.0	18.0			141.71647571277393
1151	0.0	14.0	0.0	18.0	2.0	0.0	0.0	8.0	Y		10.107628169586375
1152	3.0	5.0	0.0	18.0	0.0	3.0	11.0	16.0			160.01112308334152
1153	6.0	0.0	0.0	13.0	13.0	0.0	36.0	12.0			168.71453289801306
1154	0.0	8.0	0.0	20.0	12.0	0.0	0.0	8.0		Y	11.091005350375546
1155	0.0	2.0	3.0	30.0	6.0	0.0	0.0	10.0	Y	Y	17.500995803018455
1156	0.0	11.0	4.0	23.0	2.0	0.0	0.0	2.0		Y	16.03080465860843
1158	0.0	6.0	0.0	37.0	0.0	0.0	6.0	2.0	Y	Y	13.111442911567046
1159	8.0	2.0	0.0	3.0	11.0	0.0	0.0	6.0			77.5271166541715
1160	8.0	2.0	0.0	0.0	0.0	4.0	12.0	11.0			90.40380887082516
1161	0.0	10.0	0.0	22.0	10.0	0.0	10.0	27.0		Y	15.966730595594823
1162											0.0
1163	9.0	9.0	0.0	1.0	6.0	0.0	0.0	0.0			38.57115572424543
1164	0.0	0.0	0.0	29.0	18.0	0.0	0.0	0.0			99.75212943738609
1165	2.0	8.0	2.0	10.0	0.0	4.0	14.0	2.0			177.08618983757947
1166	0.0	0.0	4.0	16.0	10.0	0.0	3.0	18.0			197.43613167122405
1167	0.0	2.0	0.0	19.0	0.0	0.0	4.0	2.0	Y	Y	11.002099841204238
1168	16.0	13.0	0.0	4.0	0.0	0.0	0.0	2.0	Y		6.538813741781469
1169	0.0	0.0	3.0	13.0	10.0	0.0	0.0	13.0	Y		15.980825734532154
1170	17.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	Y		5.4687806600333335
1171	4.0	0.0	0.0	8.0	20.0	2.0	4.0	32.0			148.29318337205052
1172	0.0	8.0	0.0	13.0	13.0	0.0	2.0	9.0		Y	11.867675514841984
1173	2.0	0.0	2.0	15.0	0.0	12.0	12.0	15.0			210.6018922049957
