INDEX	MACAQUE_COUNT_IN_TAK	OTHER_SPIECIES_COUNT_IN_TAK	TC_CT_COUNT_IN_TAK	THALAM_COUNT_IN_TAK	CORTEX_COUNT_IN_TAK	INJECT_COUNT_IN_TAK	METHOD_COUNT_IN_TAK	CONNECT_COUNT_IN_TAK	MACAQUE_COUNT_IN_500	OTHER_SPIECIES_COUNT_IN_500	TC_CT_COUNT_IN_500	THALAM_COUNT_IN_500	CORTEX_COUNT_IN_500	INJECT_COUNT_IN_500	METHOD_COUNT_IN_500	CONNECT_COUNT_IN_500	MACAQUE_COUNT_IN_FULL_TEXT	OTHER_SPIECIES_COUNT_IN_FULL_TEXT	TC_CT_COUNT_IN_FULL_TEXT	THALAM_COUNT_IN_FULL_TEXT	CORTEX_COUNT_IN_FULL_TEXT	INJECT_COUNT_IN_FULL_TEXT	METHOD_COUNT_IN_FULL_TEXT	CONNECT_COUNT_IN_FULL_TEXT	RELEVANCE_INDEX_TAK	RELEVANCE_INDEX_500	RELEVANCE_INDEX_FULL_TEXT
900	0.0	11.0	22.0	45.0	11.0	8.0	31.0	17.0	0.0	8.0	12.0	22.0	9.0	6.0	12.0	10.0	8.0	53.0	38.0	155.0	47.0	19.0	49.0	77.0	217.1821986766862	179.1543253258412	296.2563036193188
142	12.0	0.0	8.0	21.0	0.0	6.0	37.0	26.0	3.0	0.0	2.0	9.0	9.0	4.0	14.0	12.0	8.0	0.0	5.0	34.0	20.0	18.0	61.0	41.0	203.26378144999575	147.96103426982413	236.3907968327714
321	3.0	0.0	17.0	31.0	7.0	3.0	17.0	15.0	4.0	1.0	10.0	23.0	6.0	1.0	8.0	15.0	10.0	3.0	10.0	32.0	11.0	1.0	12.0	31.0	201.66935270755783	165.86368862769643	185.38447138912093
277	3.0	0.0	7.0	25.0	21.0	11.0	7.0	30.0																	201.5476442351853	0.0	0.0
329	2.0	0.0	9.0	39.0	25.0	4.0	12.0	24.0	1.0	0.0	10.0	31.0	21.0	2.0	6.0	18.0	26.0	10.0	142.0	347.0	195.0	100.0	88.0	286.0	195.66265839041745	173.14496708009509	402.6324770777863
969	42.0	0.0	27.0	69.0	14.0	0.0	0.0	27.0	2.0	0.0	0.0	13.0	7.0	0.0	1.0	15.0	44.0	26.0	7.0	307.0	53.0	2.0	28.0	215.0	193.6033398881964	68.56831930803122	243.2285038818953
1001	0.0	0.0	10.0	44.0	16.0	14.0	5.0	4.0	0.0	0.0	7.0	28.0	13.0	7.0	3.0	5.0	34.0	3.0	68.0	238.0	104.0	126.0	36.0	100.0	192.3058617144388	163.26485528087284	372.73651521750895
1252	44.0	0.0	21.0	64.0	44.0	0.0	0.0	21.0	0.0	1.0	0.0	12.0	5.0	0.0	2.0	9.0	27.0	10.0	6.0	116.0	48.0	0.0	14.0	82.0	191.57508364626065	55.72104491128707	193.4295541710739
377	0.0	0.0	100.0	200.0	0.0	0.0	0.0	100.0	0.0	0.0	1.0	31.0	8.0	0.0	5.0	14.0	46.0	12.0	42.0	308.0	101.0	8.0	75.0	270.0	191.48666458582855	94.4300071264686	323.1222760839016
592	45.0	0.0	45.0	45.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	1.0	2.0	0.0	3.0	2.0	17.0	6.0	19.0	184.0	134.0	0.0	50.0	158.0	191.43206982445477	31.78053830347946	241.2979136010206
2459	4.0	0.0	13.0	29.0	0.0	8.0	4.0	17.0	2.0	2.0	6.0	14.0	2.0	5.0	4.0	14.0	5.0	11.0	13.0	82.0	31.0	41.0	18.0	51.0	190.5735156418902	155.4800350045035	264.3953009752895
53	3.0	0.0	6.0	30.0	16.0	6.0	9.0	19.0	2.0	0.0	2.0	14.0	12.0	2.0	3.0	9.0	55.0	21.0	40.0	430.0	234.0	199.0	143.0	292.0	187.9393513815309	125.70479375124496	398.9350855118069
909	0.0	12.0	15.0	33.0	9.0	6.0	15.0	6.0	0.0	4.0	8.0	21.0	8.0	2.0	7.0	5.0	2.0	32.0	29.0	138.0	39.0	40.0	51.0	43.0	187.3349910009839	145.3337445651024	289.5170055966704
773	0.0	0.0	11.0	32.0	12.0	4.0	19.0	18.0	0.0	1.0	5.0	16.0	11.0	2.0	12.0	8.0	13.0	46.0	47.0	401.0	99.0	53.0	158.0	180.0	186.7807645267266	142.77222129374235	354.92188329137736
926	0.0	5.0	9.0	32.0	23.0	6.0	18.0	14.0	0.0	4.0	8.0	31.0	20.0	3.0	12.0	14.0	3.0	79.0	57.0	247.0	78.0	73.0	165.0	106.0	186.73929693108127	168.50734162767588	344.15681624945495
126	14.0	0.0	10.0	20.0	12.0	2.0	6.0	19.0	7.0	0.0	5.0	9.0	9.0	1.0	4.0	14.0	82.0	9.0	48.0	172.0	184.0	107.0	102.0	183.0	186.70786362720852	143.62475228346136	380.5780316279387
120	8.0	6.0	21.0	31.0	8.0	0.0	19.0	15.0	4.0	4.0	7.0	14.0	3.0	0.0	12.0	10.0	13.0	19.0	24.0	55.0	30.0	13.0	54.0	27.0	184.8202350706267	136.51248559669747	267.80995829603273
1193	3.0	0.0	6.0	6.0	8.0	11.0	12.0	26.0	1.0	0.0	3.0	3.0	9.0	5.0	6.0	14.0	33.0	19.0	8.0	9.0	152.0	144.0	98.0	169.0	184.78273261521295	135.79924179039114	303.5456612043705
2165	65.0	0.0	21.0	21.0	22.0	0.0	0.0	43.0																	184.6814525370424	0.0	0.0
182	8.0	0.0	8.0	12.0	25.0	4.0	4.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	13.0	7.0	7.0	35.0	67.0	30.0	24.0	58.0	184.13196075282423	6.931471805599453	252.406646223144
1112	0.0	0.0	7.0	29.0	7.0	10.0	14.0	11.0	0.0	0.0	5.0	21.0	6.0	6.0	9.0	10.0	10.0	21.0	19.0	161.0	55.0	39.0	51.0	100.0	183.85816078294616	159.36749228459968	300.0585253184157
242	3.0	0.0	10.0	28.0	11.0	4.0	5.0	11.0	1.0	2.0	4.0	12.0	11.0	2.0	2.0	6.0	31.0	12.0	26.0	218.0	209.0	65.0	88.0	210.0	182.43870316986548	125.732141267991	347.98838612016505
147	2.0	0.0	4.0	29.0	5.0	8.0	16.0	18.0	1.0	0.0	3.0	17.0	7.0	4.0	12.0	16.0	33.0	16.0	19.0	170.0	72.0	47.0	110.0	222.0	181.19166174341416	152.894074664536	328.91459925624923
1147	8.0	0.0	2.0	19.0	13.0	10.0	18.0	8.0																	180.97858050799405	0.0	0.0
89	4.0	0.0	6.0	29.0	0.0	4.0	39.0	11.0	1.0	0.0	2.0	21.0	1.0	2.0	29.0	5.0	19.0	2.0	25.0	128.0	26.0	39.0	221.0	115.0	180.2561927061068	133.7159563948091	325.8621338389124
374	2.0	0.0	6.0	26.0	7.0	10.0	3.0	12.0	2.0	0.0	4.0	24.0	7.0	10.0	3.0	13.0	25.0	11.0	50.0	275.0	119.0	118.0	84.0	140.0	177.6350488359804	168.82417236985742	370.8010421488533
911	5.0	0.0	1.0	13.0	12.0	16.0	26.0	13.0	2.0	1.0	1.0	14.0	8.0	8.0	13.0	10.0	62.0	8.0	10.0	188.0	216.0	159.0	213.0	231.0	177.27951647898337	147.31967414413188	358.6981601607275
630	50.0	0.0	50.0	50.0	0.0	0.0	0.0	0.0	4.0	2.0	2.0	4.0	5.0	0.0	0.0	6.0	6.0	17.0	2.0	23.0	61.0	0.0	1.0	28.0	176.93215347259465	76.14518897946537	117.32782637570028
42	2.0	2.0	12.0	45.0	12.0	1.0	11.0	15.0	1.0	2.0	7.0	27.0	9.0	1.0	7.0	12.0	45.0	28.0	39.0	276.0	146.0	86.0	172.0	190.0	176.59874671835976	149.0373621522863	372.0785921118361
1031	0.0	4.0	7.0	35.0	11.0	6.0	10.0	25.0	0.0	2.0	3.0	36.0	6.0	3.0	5.0	14.0	29.0	41.0	25.0	347.0	130.0	153.0	164.0	207.0	176.21452374982618	137.48259724256926	369.37325663012734
917	1.0	1.0	6.0	39.0	2.0	6.0	12.0	18.0	0.0	0.0	6.0	27.0	2.0	3.0	10.0	14.0	2.0	19.0	38.0	167.0	41.0	37.0	76.0	98.0	175.86467860689612	152.70795122736797	305.6770640420012
185	2.0	0.0	4.0	16.0	9.0	8.0	12.0	16.0	2.0	0.0	3.0	14.0	12.0	4.0	6.0	13.0	23.0	18.0	32.0	356.0	99.0	126.0	306.0	286.0	174.82718144468686	150.3918771003196	377.5571884133874
923	0.0	0.0	6.0	31.0	8.0	5.0	24.0	9.0	0.0	0.0	6.0	19.0	4.0	3.0	16.0	8.0	6.0	1.0	15.0	163.0	38.0	57.0	114.0	30.0	173.82810873927454	153.69640957373431	302.5321152113046
76	4.0	0.0	9.0	33.0	5.0	2.0	6.0	15.0	3.0	1.0	5.0	22.0	8.0	1.0	5.0	10.0	66.0	8.0	92.0	403.0	158.0	156.0	179.0	288.0	173.1756999166083	143.3817156942243	417.7127522152117
57	6.0	0.0	2.0	17.0	0.0	13.0	20.0	14.0	2.0	4.0	1.0	10.0	0.0	6.0	11.0	10.0	11.0	36.0	6.0	134.0	7.0	93.0	103.0	105.0	172.59474826126797	124.83162514677336	286.351939999132
904	0.0	5.0	10.0	29.0	8.0	6.0	6.0	12.0	0.0	3.0	6.0	24.0	4.0	3.0	3.0	6.0	2.0	46.0	46.0	238.0	103.0	69.0	38.0	93.0	172.56401084377288	137.42949439386882	321.8481029546681
20	2.0	0.0	6.0	19.0	8.0	4.0	12.0	13.0	1.0	0.0	4.0	15.0	7.0	2.0	7.0	13.0	23.0	11.0	32.0	206.0	87.0	112.0	107.0	165.0	171.61086070665863	141.2524623854858	356.86629363288193
191	0.0	2.0	8.0	32.0	11.0	5.0	9.0	11.0	0.0	2.0	4.0	23.0	7.0	2.0	6.0	7.0	12.0	57.0	26.0	230.0	53.0	80.0	81.0	121.0	171.40857228311563	132.04502421770945	330.2699073314277
7	6.0	0.0	6.0	12.0	14.0	6.0	2.0	14.0	3.0	0.0	3.0	12.0	11.0	3.0	1.0	12.0	45.0	18.0	18.0	194.0	127.0	114.0	135.0	209.0	170.74117667036077	134.0764352780565	353.7593864691675
1075	6.0	0.0	10.0	31.0	9.0	0.0	18.0	22.0	2.0	1.0	6.0	25.0	6.0	0.0	7.0	13.0	15.0	9.0	19.0	136.0	35.0	15.0	54.0	79.0	170.69862867479006	134.5478004423101	282.566667296311
151	4.0	4.0	11.0	19.0	9.0	2.0	6.0	11.0	2.0	3.0	6.0	11.0	8.0	1.0	5.0	6.0	24.0	27.0	109.0	250.0	128.0	70.0	211.0	152.0	170.3242982575383	134.20656632414125	386.5615996807769
2645	0.0	0.0	17.0	35.0	36.0	0.0	18.0	18.0	0.0	10.0	2.0	7.0	14.0	0.0	2.0	12.0	0.0	12.0	3.0	10.0	16.0	0.0	2.0	13.0	170.31565758268297	80.8150527674042	91.85388929609636
1134	0.0	10.0	8.0	20.0	13.0	5.0	11.0	21.0	0.0	7.0	4.0	13.0	7.0	2.0	9.0	18.0	6.0	65.0	25.0	99.0	81.0	17.0	35.0	130.0	169.91480306235195	132.58513733117945	278.6361147117297
903	4.0	0.0	6.0	26.0	6.0	2.0	19.0	7.0	1.0	0.0	5.0	17.0	5.0	1.0	15.0	8.0	33.0	20.0	41.0	281.0	76.0	39.0	95.0	133.0	169.756828473345	142.16292718168057	344.66466864316016
2567	0.0	0.0	7.0	16.0	10.0	5.0	15.0	13.0	0.0	0.0	6.0	12.0	5.0	2.0	5.0	8.0	1.0	35.0	54.0	95.0	73.0	9.0	49.0	68.0	169.0640116015851	134.1320079994623	273.45403537734694
945	2.0	6.0	6.0	29.0	21.0	4.0	4.0	21.0	0.0	2.0	2.0	33.0	5.0	2.0	6.0	7.0	26.0	29.0	14.0	115.0	105.0	53.0	37.0	187.0	168.94759203818103	121.31904020398292	307.0480786485973
29	4.0	0.0	2.0	19.0	17.0	8.0	8.0	19.0																	168.864266553921	0.0	0.0
39	8.0	0.0	2.0	23.0	20.0	4.0	12.0	17.0	4.0	0.0	1.0	15.0	13.0	2.0	6.0	10.0	77.0	5.0	53.0	377.0	332.0	135.0	160.0	342.0	168.73081409493972	127.76505613672094	406.3536184990401
23	4.0	0.0	2.0	26.0	4.0	9.0	9.0	17.0	2.0	0.0	3.0	26.0	5.0	7.0	6.0	15.0	31.0	34.0	37.0	327.0	100.0	191.0	129.0	316.0	168.09465614255976	162.4715238562107	382.11181638072367
380	0.0	0.0	3.0	39.0	11.0	6.0	37.0	2.0	0.0	0.0	3.0	27.0	13.0	2.0	18.0	4.0	21.0	0.0	13.0	150.0	59.0	29.0	109.0	94.0	164.7578128397873	140.6385159050227	305.3295147023944
3977	11.0	0.0	3.0	10.0	13.0	4.0	8.0	14.0	4.0	2.0	1.0	6.0	9.0	2.0	4.0	11.0	19.0	12.0	9.0	47.0	87.0	12.0	9.0	72.0	164.3819199294925	112.68901916316996	239.26788081185103
11	5.0	0.0	10.0	36.0	13.0	0.0	6.0	33.0	3.0	0.0	9.0	29.0	10.0	1.0	4.0	24.0	35.0	18.0	46.0	286.0	98.0	41.0	116.0	218.0	164.26034640039228	163.48072297654437	355.09091323997626
1581	2.0	0.0	3.0	13.0	16.0	4.0	21.0	18.0	0.0	1.0	3.0	7.0	6.0	0.0	0.0	5.0	6.0	9.0	4.0	27.0	41.0	0.0	10.0	31.0	164.02149960920937	72.75382817509258	148.40790455056876
901	4.0	0.0	14.0	31.0	11.0	2.0	0.0	8.0	2.0	0.0	8.0	23.0	10.0	1.0	0.0	8.0	21.0	18.0	94.0	283.0	130.0	17.0	14.0	71.0	163.83589508887684	134.5358184854379	326.0054656269072
636	2.0	0.0	6.0	27.0	9.0	2.0	16.0	5.0	2.0	0.0	3.0	17.0	7.0	1.0	10.0	6.0	17.0	3.0	22.0	176.0	99.0	59.0	195.0	90.0	163.73202373985083	132.51585428649835	336.5281678799608
1125	3.0	0.0	3.0	22.0	1.0	5.0	17.0	20.0	0.0	1.0	2.0	12.0	3.0	3.0	10.0	14.0	46.0	15.0	30.0	245.0	57.0	77.0	166.0	207.0	163.30249985342726	123.90506919169025	359.16331415327136
586	6.0	1.0	5.0	13.0	11.0	2.0	12.0	15.0	4.0	2.0	3.0	10.0	8.0	1.0	9.0	9.0	27.0	15.0	8.0	75.0	136.0	44.0	63.0	88.0	163.1665833644037	131.92130919577644	290.7799826003457
232	3.0	0.0	6.0	32.0	7.0	2.0	4.0	29.0	3.0	0.0	4.0	19.0	5.0	1.0	2.0	16.0	31.0	11.0	40.0	254.0	157.0	53.0	50.0	246.0	162.9455924666597	132.03014472189267	349.89733695441674
96	4.0	0.0	5.0	58.0	2.0	2.0	8.0	8.0	2.0	0.0	3.0	55.0	2.0	1.0	4.0	6.0	73.0	0.0	18.0	196.0	46.0	21.0	69.0	135.0	162.0874161708456	131.07693374618688	317.603476623473
228	4.0	0.0	4.0	26.0	0.0	4.0	11.0	21.0	1.0	0.0	1.0	4.0	6.0	1.0	3.0	12.0	46.0	4.0	20.0	229.0	91.0	47.0	104.0	176.0	161.7817326085904	90.63471519892116	338.22976949239734
425	2.0	0.0	2.0	7.0	17.0	9.0	15.0	15.0	3.0	1.0	1.0	7.0	9.0	5.0	8.0	11.0	50.0	1.0	5.0	59.0	68.0	32.0	72.0	75.0	161.33823700314068	132.34463805270954	279.3283391842772
2772	0.0	0.0	24.0	24.0	0.0	0.0	24.0	24.0	0.0	0.0	1.0	7.0	2.0	5.0	9.0	12.0	18.0	11.0	12.0	49.0	42.0	31.0	49.0	74.0	160.94379124341003	115.3019434759468	276.5469297393336
395	0.0	0.0	50.0	50.0	0.0	0.0	0.0	100.0	2.0	2.0	4.0	11.0	3.0	0.0	1.0	18.0	10.0	8.0	6.0	28.0	18.0	0.0	2.0	61.0	160.6894997295577	102.4590511251085	148.2492053072976
218	2.0	0.0	4.0	38.0	14.0	4.0	3.0	13.0	2.0	2.0	2.0	31.0	12.0	2.0	2.0	10.0	25.0	18.0	20.0	275.0	170.0	104.0	97.0	142.0	160.64492667229834	128.68415636538774	348.460579745808
92	2.0	0.0	2.0	19.0	14.0	4.0	20.0	21.0	1.0	0.0	1.0	12.0	11.0	2.0	11.0	13.0	15.0	0.0	17.0	100.0	47.0	68.0	156.0	133.0	160.03819873714264	122.35077706247196	325.2261785379368
2703	5.0	1.0	0.0	17.0	21.0	19.0	21.0	4.0	3.0	2.0	0.0	14.0	18.0	14.0	16.0	5.0	34.0	31.0	3.0	139.0	191.0	121.0	181.0	98.0	159.76248974374735	144.92035074946364	310.0793559396299
143	9.0	0.0	5.0	21.0	29.0	0.0	16.0	21.0	5.0	0.0	1.0	5.0	11.0	5.0	13.0	10.0	9.0	2.0	2.0	19.0	38.0	15.0	37.0	26.0	159.52359480988952	139.80364119220525	204.87588490757625
1385	4.0	1.0	5.0	10.0	14.0	4.0	4.0	13.0	2.0	0.0	2.0	7.0	7.0	2.0	6.0	7.0	14.0	17.0	18.0	104.0	111.0	47.0	87.0	125.0	158.49969924851655	121.4716082008959	311.4216287301388
1106	0.0	2.0	12.0	21.0	14.0	2.0	6.0	6.0	0.0	2.0	6.0	12.0	9.0	1.0	3.0	4.0	7.0	67.0	29.0	73.0	83.0	45.0	59.0	49.0	157.5380829074883	119.3860249732005	299.65645805340193
2945	0.0	0.0	5.0	8.0	5.0	8.0	9.0	18.0	0.0	0.0	3.0	6.0	4.0	4.0	5.0	9.0	8.0	11.0	11.0	76.0	32.0	56.0	64.0	101.0	157.41756722270088	123.78292848665367	285.77545286642413
1602	6.0	0.0	3.0	23.0	3.0	3.0	11.0	10.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0									157.392900711899	20.715673631957664	0.0
13	6.0	0.0	0.0	15.0	23.0	10.0	21.0	20.0	2.0	0.0	1.0	9.0	15.0	5.0	13.0	15.0	9.0	20.0	9.0	142.0	147.0	79.0	71.0	126.0	157.16620004285835	141.2923032337317	303.74407036669555
5672	0.0	0.0	11.0	16.0	9.0	2.0	4.0	29.0	0.0	0.0	5.0	8.0	7.0	1.0	1.0	17.0	2.0	24.0	44.0	85.0	56.0	29.0	18.0	181.0	157.0403369562464	112.40971441874191	287.962033643202
758	2.0	0.0	7.0	19.0	8.0	2.0	4.0	19.0	1.0	0.0	4.0	16.0	5.0	1.0	2.0	10.0	50.0	1.0	30.0	177.0	89.0	65.0	140.0	186.0	156.96089331637114	121.29689326502624	357.53476276140736
236	14.0	0.0	0.0	21.0	20.0	7.0	14.0	19.0	0.0	3.0	0.0	0.0	1.0	6.0	1.0	0.0	5.0	3.0	0.0	24.0	17.0	27.0	19.0	23.0	156.86153294561117	46.54282196726566	174.2773050989873
95	4.0	0.0	2.0	20.0	6.0	6.0	6.0	18.0	2.0	1.0	1.0	11.0	7.0	3.0	3.0	9.0	32.0	28.0	10.0	145.0	84.0	56.0	51.0	102.0	156.8339608310461	115.27653854440598	303.7742957578395
27	6.0	0.0	3.0	9.0	3.0	6.0	6.0	15.0	6.0	1.0	1.0	12.0	6.0	2.0	2.0	15.0	16.0	7.0	9.0	45.0	21.0	2.0	5.0	45.0	156.31403133694863	117.601843234566	194.5125513618244
17	5.0	0.0	3.0	29.0	10.0	3.0	5.0	10.0	4.0	0.0	4.0	22.0	10.0	3.0	11.0	6.0	23.0	14.0	10.0	234.0	88.0	70.0	54.0	89.0	156.20936217956145	161.97924992403122	311.1768344561389
82	3.0	0.0	4.0	29.0	24.0	2.0	4.0	15.0	2.0	4.0	2.0	14.0	16.0	1.0	2.0	7.0	33.0	20.0	41.0	210.0	142.0	78.0	131.0	198.0	156.1348128719161	111.725397216098	363.63260571268574
161	6.0	0.0	0.0	19.0	3.0	9.0	60.0	11.0	3.0	0.0	0.0	9.0	1.0	3.0	22.0	8.0	18.0	0.0	2.0	38.0	24.0	17.0	79.0	38.0	155.93286978224654	110.42148271230953	229.5852023293149
650	4.0	0.0	0.0	29.0	21.0	8.0	16.0	34.0	3.0	0.0	0.0	13.0	18.0	0.0	4.0	22.0	13.0	4.0	3.0	99.0	72.0	15.0	36.0	115.0	155.61493050248774	86.74756200717044	240.66196009167425
2418	2.0	0.0	8.0	30.0	7.0	1.0	5.0	12.0	1.0	0.0	5.0	21.0	8.0	1.0	4.0	9.0	20.0	16.0	68.0	304.0	113.0	76.0	131.0	144.0	155.25910216412436	135.09225415707522	372.1033666871402
949	6.0	7.0	7.0	16.0	11.0	2.0	2.0	16.0	0.0	3.0	4.0	10.0	5.0	2.0	3.0	15.0	12.0	45.0	33.0	116.0	102.0	15.0	54.0	145.0	155.16735901901592	120.09924215849672	297.389747591829
194	3.0	9.0	12.0	15.0	18.0	0.0	15.0	9.0																	155.0684021673473	0.0	0.0
975	2.0	2.0	15.0	23.0	18.0	0.0	6.0	8.0	0.0	2.0	6.0	17.0	13.0	0.0	4.0	5.0	3.0	38.0	107.0	170.0	167.0	12.0	62.0	81.0	155.0515739418853	113.60270984656584	315.38948710855533
752	4.0	0.0	0.0	19.0	12.0	11.0	24.0	16.0	1.0	3.0	0.0	14.0	10.0	6.0	19.0	12.0	10.0	11.0	1.0	47.0	53.0	50.0	62.0	47.0	154.9294066119117	124.92913396232748	234.41861425724792
531	2.0	0.0	10.0	29.0	8.0	0.0	10.0	18.0	1.0	0.0	6.0	25.0	5.0	0.0	6.0	8.0	14.0	11.0	47.0	117.0	40.0	13.0	27.0	50.0	154.63274903375893	127.5642126355716	290.9277404200004
1314	1.0	1.0	2.0	7.0	14.0	7.0	20.0	19.0	0.0	0.0	1.0	4.0	12.0	3.0	10.0	15.0	5.0	74.0	21.0	66.0	134.0	113.0	142.0	183.0	154.35786766209262	111.81558898722774	323.55907394380154
2586	15.0	0.0	0.0	22.0	0.0	7.0	42.0	22.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	7.0	4.0	5.0	0.0	10.0	0.0	0.0	5.0	25.0	153.95913245186742	35.24627420627918	70.69789029625656
83	6.0	0.0	0.0	18.0	2.0	12.0	27.0	15.0	2.0	0.0	0.0	11.0	6.0	5.0	12.0	10.0	23.0	79.0	1.0	216.0	83.0	108.0	250.0	171.0	152.88052858773975	119.03889945300598	291.11718149771946
128	2.0	0.0	2.0	16.0	4.0	6.0	14.0	9.0	1.0	0.0	1.0	13.0	6.0	3.0	9.0	10.0	21.0	11.0	20.0	141.0	67.0	81.0	162.0	193.0	152.3423835632151	123.12148987735738	338.1206590276552
957	5.0	0.0	2.0	28.0	20.0	3.0	4.0	16.0	1.0	0.0	1.0	19.0	15.0	2.0	3.0	12.0	34.0	8.0	24.0	261.0	165.0	75.0	110.0	127.0	152.26480546448505	116.74035383820568	350.8444311997684
1173	2.0	0.0	1.0	16.0	1.0	12.0	12.0	17.0	1.0	0.0	1.0	12.0	0.0	6.0	7.0	14.0	15.0	34.0	7.0	199.0	14.0	131.0	107.0	186.0	151.51301125736853	123.16251429762912	309.75754811964885
5488	0.0	3.0	7.0	11.0	8.0	2.0	17.0	17.0	0.0	3.0	4.0	7.0	5.0	1.0	10.0	10.0	1.0	38.0	8.0	79.0	67.0	109.0	134.0	85.0	150.3764613461219	117.04794455472585	284.7868594008652
254	0.0	0.0	41.0	291.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	31.0	6.0	0.0	0.0	6.0	1.0	7.0	2.0	77.0	18.0	0.0	0.0	8.0	150.20927847976702	68.67255131030926	99.51330198835174
965	0.0	6.0	5.0	16.0	5.0	3.0	19.0	16.0	0.0	4.0	3.0	12.0	8.0	3.0	13.0	16.0	4.0	57.0	16.0	88.0	145.0	19.0	92.0	152.0	150.042373897512	136.356626903257	279.0010535200912
222	5.0	0.0	1.0	6.0	14.0	7.0	14.0	12.0	3.0	0.0	1.0	8.0	15.0	4.0	7.0	14.0	24.0	17.0	18.0	107.0	166.0	67.0	58.0	150.0	149.73970633426984	133.55023718075006	322.68219827203063
2711	16.0	0.0	0.0	15.0	15.0	8.0	8.0	15.0	12.0	2.0	0.0	13.0	8.0	1.0	5.0	15.0	20.0	4.0	0.0	19.0	14.0	1.0	5.0	22.0	149.70064520544437	106.47244709479118	118.18193167654218
1629	3.0	0.0	3.0	6.0	27.0	3.0	9.0	16.0	0.0	0.0	1.0	2.0	16.0	1.0	2.0	11.0	14.0	15.0	23.0	59.0	123.0	6.0	24.0	106.0	149.5582315532447	79.75446886778082	260.5026291775852
1524	0.0	2.0	2.0	17.0	12.0	12.0	8.0	5.0	0.0	2.0	2.0	14.0	10.0	11.0	8.0	4.0	11.0	31.0	17.0	146.0	89.0	118.0	97.0	84.0	149.22657727436908	144.0556293456732	326.2256637905113
459	0.0	24.0	24.0	72.0	24.0	0.0	0.0	24.0	0.0	4.0	6.0	19.0	9.0	0.0	0.0	8.0	4.0	21.0	45.0	139.0	33.0	0.0	0.0	89.0	149.12749663213452	97.88524898870588	195.17560433067692
1307	3.0	0.0	2.0	13.0	17.0	4.0	8.0	10.0	1.0	0.0	1.0	7.0	11.0	2.0	4.0	5.0	49.0	45.0	18.0	159.0	149.0	76.0	172.0	241.0	148.3211632995711	104.50452222917993	346.73254937611875
171	5.0	0.0	0.0	29.0	0.0	9.0	36.0	14.0	4.0	4.0	0.0	11.0	2.0	2.0	8.0	11.0	9.0	10.0	1.0	26.0	8.0	2.0	14.0	30.0	147.6307005007363	99.58665603635777	145.72591525187678
367	9.0	0.0	3.0	3.0	14.0	4.0	11.0	2.0	4.0	0.0	3.0	3.0	12.0	2.0	4.0	6.0	18.0	13.0	14.0	31.0	81.0	16.0	13.0	71.0	147.61729076455023	125.23560419382464	252.99665619666484
952	3.0	0.0	9.0	37.0	6.0	0.0	3.0	24.0	0.0	0.0	4.0	19.0	12.0	0.0	0.0	17.0	11.0	52.0	40.0	292.0	185.0	5.0	18.0	259.0	147.49030601413037	97.46987612318092	285.7612311284233
1131	0.0	5.0	3.0	11.0	16.0	6.0	10.0	16.0	0.0	5.0	2.0	7.0	14.0	5.0	7.0	12.0	6.0	35.0	3.0	52.0	82.0	47.0	66.0	88.0	147.15219573707327	127.6708062892232	250.66067307687047
264	2.0	0.0	5.0	19.0	8.0	2.0	2.0	30.0	2.0	2.0	3.0	10.0	7.0	1.0	1.0	20.0	34.0	5.0	14.0	218.0	87.0	80.0	120.0	186.0	146.85185992207252	113.83944537914051	337.9510497082385
824	3.0	0.0	0.0	10.0	28.0	11.0	17.0	13.0	7.0	0.0	0.0	10.0	16.0	5.0	7.0	9.0	45.0	0.0	2.0	47.0	90.0	10.0	18.0	57.0	146.47551271191293	127.08196513139283	224.7225391236208
819	6.0	0.0	2.0	14.0	9.0	4.0	2.0	34.0	3.0	0.0	0.0	16.0	3.0	2.0	1.0	16.0	26.0	9.0	0.0	87.0	32.0	111.0	58.0	145.0	146.4694576260584	92.19633315660326	250.67248939967044
335	2.0	0.0	2.0	16.0	10.0	4.0	8.0	13.0	1.0	1.0	1.0	10.0	6.0	2.0	4.0	9.0	8.0	36.0	17.0	221.0	118.0	90.0	255.0	167.0	146.12933057805836	106.16191079441192	336.2208796519072
134	4.0	0.0	0.0	20.0	2.0	14.0	16.0	9.0	2.0	0.0	1.0	22.0	2.0	9.0	11.0	12.0	29.0	29.0	8.0	371.0	43.0	231.0	306.0	214.0	146.0387278724924	148.88832114838038	353.306495248862
416	0.0	2.0	16.0	22.0	18.0	0.0	4.0	20.0	0.0	2.0	10.0	17.0	12.0	0.0	11.0	18.0	27.0	132.0	51.0	250.0	204.0	35.0	148.0	297.0	146.027237392151	139.0498830026046	354.38732835795787
4668	0.0	2.0	32.0	36.0	5.0	0.0	0.0	22.0	0.0	1.0	19.0	21.0	2.0	0.0	0.0	15.0	3.0	13.0	75.0	142.0	32.0	22.0	3.0	330.0	145.96091201155406	123.77344206585248	289.5475663757253
